0.06253249;0.15609142
1.19231081;0.17049876
2.10642552;0.13765599
3.14285302;0.10325550
3.98755383;0.08099404
5.08812904;0.06608026
6.07668447;0.05104605
7.07050610;0.04218460
8.01382351;0.03449859
8.89849567;0.02797312
9.95909977;0.02257102
11.05943489;0.01802260
12.18394756;0.01438204
12.94343662;0.01176940
14.13185787;0.00927172
15.06703949;0.00758742
16.16497993;0.00604012
16.99100876;0.00507166
18.05424500;0.00404718
19.02939606;0.00333026
20.05529213;0.00266253
21.05725288;0.00219222
21.98716545;0.00180389
23.07433891;0.00148255
23.90300179;0.00116222
24.96623421;0.00100871
26.14149284;0.00070731
27.11400986;0.00056065
27.98528099;0.00046134
29.11529541;0.00038287
30.14909172;0.00031237
31.01222229;0.00025066
32.05966187;0.00019691
32.97640991;0.00018016
33.99943161;0.00011158
35.16918182;0.00010379
35.99784470;8.61959553e-5
37.01296997;5.71040344e-5
37.88974762;3.62720156e-5
39.11550522;3.02706385e-5
39.88289642;2.27760601e-5
41.06867981;2.21281505e-5
42.08116913;2.03578377e-5
42.96871567;1.35181057e-5
44.02908325;7.12693882e-6
45.16963196;7.77534771e-6
46.04353714;2.02074504e-6
47.16541290;1.85907996e-6
48.04481888;9.98992157e-7
48.94816208;2.01208234e-6
50.03007126;1.03386331e-6
52.00191879;9.88590717e-7
53.31815720;9.74158859e-7
54.97571945;9.88590717e-7
