0.05596554;0.11668965
1.13025784;0.13485195
2.60452461;0.11668965
4.44546509;0.08043847
5.88189125;0.05921096
7.09089565;0.04524625
8.75890541;0.03321653
10.34707260;0.02384523
11.02974510;0.02046744
12.43208504;0.01514055
14.47963428;0.01060489
15.23089600;0.00947320
16.17287827;0.00802692
17.30170059;0.00666481
18.70036507;0.00543040
20.58368874;0.00406829
22.99299431;0.00287412
24.83809662;0.00212469
27.80403709;0.00146849
30.01127434;0.00112814
31.91957092;0.00087595
34.88551331;0.00063726
37.13475037;0.00048178
39.47291565;0.00038770
41.59993362;0.00030541
44.38461685;0.00022880
47.29946899;0.00017446
48.83731079;0.00014976
51.01503372;0.00012497
52.87262726;0.00010468
54.84411621;8.95731449e-5
56.51250458;7.56296015e-5
59.20826340;6.03121996e-5
