0.63739520;0.97545332
1.60505676;0.00656852
2.57832670;0.00255775
3.63763380;0.00148300
4.66018438;0.00114634
5.58180904;0.00092167
6.66904783;0.00078548
7.72040558;0.00065801
8.76246357;0.00063732
9.72685528;0.00060424
10.77598572;0.00054311
11.87497520;0.00050505
12.82745647;0.00050990
13.87625694;0.00047484
14.88299274;0.00057782
15.97101021;0.00062500
16.84559822;0.00065598
17.95716667;0.00068370
19.02688980;0.00068371
19.94559669;0.00071034
21.01531601;0.00068330
22.00886917;0.00066216
23.09640312;0.00070339
24.07148743;0.00079659
25.14117432;0.00076670
26.16590691;0.00085797
27.20336533;0.00086600
28.27347946;0.00082798
29.29604149;0.00083157
30.20626831;0.00079027
31.25547028;0.00073795
32.28015900;0.00081241
33.24260330;0.00073800
34.31158066;0.00059114
35.39892197;0.00055620
36.44761276;0.00046588
37.36759567;0.00041526
38.43774414;0.00037724
39.50474548;0.00027225
40.45495224;0.00025318
41.49333572;0.00021214
42.53287888;0.00013919
43.56457520;0.00010382
44.58072281;8.13678455e-5
45.63377762;6.07031441e-5
