0.01466102;0.23859027
0.94217944;0.16016711
2.05065441;0.09487970
3.13782620;0.06668721
4.10771132;0.05714117
5.09100151;0.05107703
5.93833494;0.04869268
6.93239641;0.04226134
7.99563217;0.03921580
9.09860134;0.03509652
10.11659813;0.03033039
10.98523426;0.02463944
12.17102242;0.02056269
13.12774277;0.01748967
14.01504898;0.01405086
15.14745903;0.01099487
16.07737350;0.00804756
17.10063553;0.00596999
17.99344635;0.00436702
19.13375854;0.00307702
20.02632904;0.00214174
21.00172043;0.00132113
22.13149643;0.00084595
23.02694321;0.00052729
24.05020523;0.00030817
25.05216408;0.00017392
25.92870140;0.00010755
26.99193573;5.26774311e-5
28.09778023;4.18057394e-5
29.11841011;3.31978345e-5
30.22425079;3.86786461e-6
31.09288597;3.86786461e-6
31.84974098;3.77422619e-6
34.04539108;3.68264222e-6
