-0.04862063;0.11750504
0.96378773;0.16326505
1.87429261;0.14512087
2.94757986;0.11377828
3.89979339;0.08563757
4.95984650;0.06505576
6.03506708;0.05007939
7.00347233;0.03994288
8.05309772;0.03225923
9.11535072;0.02619756
10.04490948;0.02200668
10.88005638;0.01901366
12.02354908;0.01637625
12.96714020;0.01433139
13.94022942;0.01207861
14.83463287;0.01087572
16.04749107;0.00928757
16.80026436;0.00829098
17.73273659;0.00722654
18.94689369;0.00657730
19.98487663;0.00569239
20.92620087;0.00493960
21.96674538;0.00436749
22.98806381;0.00397241
23.90958214;0.00344104
25.01469040;0.00293496
25.87485313;0.00270741
26.95644760;0.00236979
27.99638557;0.00215233
28.87888908;0.00196676
30.00259781;0.00166787
31.02073288;0.00145464
31.89156914;0.00140030
33.01902771;0.00119415
33.89257812;0.00103324
34.79116440;0.00098405
35.97077942;0.00079714
36.86936569;0.00077863
37.92203522;0.00068124
38.96036911;0.00060354
40.00638962;0.00056712
40.91679764;0.00051720
43.09034729;0.00040066
43.78686142;0.00039725
44.93763733;0.00031952
45.90006638;0.00030551
46.98287201;0.00025900
47.91803741;0.00024146
48.98437500;0.00021559
49.98220062;0.00020115
50.97246552;0.00016295
52.02713776;0.00014835
52.96798325;0.00014165
53.83578491;0.00013525
54.99459076;9.17803001e-5
56.09597397;7.28688526e-5
56.97983551;6.88138008e-5
57.96652603;7.05772638e-5
58.97004318;5.28848124e-5
60.01435852;3.96448493e-5
